index,Unnamed: 0,adj neg air pressure raw,adj neg air pressure,current alarm mode,cont air counts raw,cont air counts,makeup wtr cond down raw,makeup wtr cond down,makeup wtr cond up raw,makeup wtr cond up,makeup wtr temp down,makeup wtr temp down raw,makeup wtr temp up,makeup wtr temp up raw,DAS health index,0-15 channel error,16-31 channel error status,error detection status 2,card temperature 2,error detection status 3,card temperature 3,error detection status 4,card temperature 4,error detection status 5,card temperature 5,fc positioning 10V supply,fiss-active-state,fiss-position,mag-current,mag-current-raw,mstat,nfd-1-cps,nfd-1cps-raw,nfd-1-cr,nfd-1-cr-raw,nfd-2-cr,nfd-2-cr-raw,nfd-2-log,nfd-2-log-raw,nfd-3-pwr,nfd-3-pwr-raw,nfd-3-pwr-rng,nfd-4-flux,nfd-4-flux-raw,ram-con-lvl,rom-con-lvl-raw,ram-pool-lvl,ram-pool-lvl-raw,ram-wtr-lvl,ram-wtr-lvl-raw,rcs-scram-rel-q,rcs-scram-st-q,rr-active-state,rr-position,rtpbtempa_00,rtpbtempb_00,rtpctempa_00,rtpctempb_00,rtphactcnta_00,rtphactcntb_00,src-active-state,src-position,ss1-active-state,ss1-position,ss2-active-state,ss2-position,ack-button,manual-scram
0.0,0.35143867615596214,0.914342068188222,0.9144144144144144,0.0,0.1875000000000071,0.19565217391306078,0.2690582959641148,0.2690582959641219,0.0045385779122533165,0.004538577912254205,0.48012193572970574,0.479365079365067,0.2821642580190371,0.2819383259911774,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.4615384615384599,0.0,0.5333333333333332,0.0,0.0,0.03468035575717782,0.3106402164111728,0.31081081081080697,0.0,2.3746035559148155e-08,0.00015487068297970197,0.48008547785759753,0.48010002083767445,0.48136903118962193,0.4812753036437245,3.6622658438776087e-06,0.02569133380224331,0.0,0.07666738151404673,1.0,2.2137549711821183e-05,0.0,0.2081238688920169,0.640908098668413,0.008442175517690997,0.37558327487877025,0.4621342512908778,0.6961428884505809,0.0,0.0,0.0,0.4354136429607962,0.5,0.5,0.5,0.5,0.4285714285714286,0.0,0.0,0.0,0.0,0.7799999999988358,0.0,0.1348304493598267,0.0,1.0
1.1890125726221612e-06,0.3514823385582675,0.9132149901380668,0.9132882882882882,0.0,0.375,0.39130434782612156,0.29596412556053053,0.29596412556053764,0.0045385779122533165,0.004538577912254205,0.39578305601422414,0.39682539682537765,0.2615438843849134,0.26431718061674303,0.0,0.0,0.0,0.0,0.4615384615384617,0.0,0.5,0.0,0.4615384615384599,0.0,0.4666666666666668,0.0,0.0,0.03503850056706262,0.31109107303873884,0.31081081081080697,0.0,7.466525117854411e-08,0.0004646120489391059,0.4842229699008821,0.4842675557407792,0.48711012972674583,0.4870951417004048,3.6622658438776087e-06,0.026505756487617105,0.0,0.07993780827793262,1.0,9.896786929990641e-05,9.766578767456124e-05,0.23989543535089483,0.6724514298188169,0.00904992375522111,0.3843362103144347,0.387263339070568,0.6326977865439407,0.0,0.0,0.0,0.4351233671988268,0.5,0.5,0.5,0.5,0.1428571428571428,0.0,0.0,0.0,0.0,0.8800000000010186,0.0,0.13469543889651447,0.0,0.0
2.3780251452443224e-06,0.35152600096057285,0.9132149901380668,0.9132882882882882,0.0,0.4375000000000071,0.4347826086956843,0.2869955156950539,0.286995515695061,0.004034291477557517,0.004034291477559293,0.2500952622888306,0.25079365079363924,0.2536129714487174,0.25550660792951874,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.4615384615384599,0.0,0.5333333333333332,0.0,0.0,0.03491911896376768,0.3119927862939278,0.31081081081080697,0.0,1.6350119951114374e-07,0.0009808476588715198,0.4902928071292171,0.490310481350281,0.4905327077008005,0.4903846153846154,3.6622658438776087e-06,0.02709806389516156,0.0,0.08342268925584395,1.0,0.00015235843036959294,0.00014649868151184187,0.23768349085059318,0.6702685003274393,0.00837587570996044,0.37466833389246385,0.6110154905335629,0.8013368397983782,0.0,0.0,0.0,0.4351233671988268,0.5,0.5,0.5,0.5,0.5714285714285714,0.0,0.0,0.0,0.0,0.7600000000002183,0.0,0.13474044238428462,0.0,0.0
3.5670377178664836e-06,0.35156966336287826,0.9130741053817977,0.9132882882882882,0.0,0.5,0.45652173913043725,0.27802690582959144,0.27802690582959144,0.004034291477557517,0.004034291477559293,0.1531817604470973,0.15238095238093763,0.26735988720479753,0.2687224669603552,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.4615384615384599,0.0,0.5333333333333332,0.0,0.0,0.03462066495553036,0.31109107303873884,0.31081081081080697,0.0,2.6528509494966725e-07,0.0016519539517836357,0.4895653360007275,0.4896853511148156,0.4964946177201215,0.49645748987854255,3.6622658438776087e-06,0.027801428941620743,0.0,0.08615698048466658,1.0,0.00016407830962879234,0.00014649868151184187,0.33299819022722704,0.746234446627374,0.008000176799487281,0.3689652017444874,0.53184165232358,0.7479728248959019,0.0,0.0,0.0,0.43483309143685744,0.5,0.5,0.5,0.5,0.2857142857142856,0.0,0.0,0.0,0.0,0.8600000000005821,0.0,0.1347629441281697,0.0,0.0
4.756050290488645e-06,0.3516133257651836,0.9119470273316426,0.9110360360360361,0.0,0.3125,0.326086956521749,0.25560538116592113,0.2556053811659069,0.0045385779122533165,0.004538577912254205,0.3100469960624892,0.3111111111111029,0.29820232640112465,0.299559471365626,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.571428571428573,0.0,0.4615384615384599,0.0,0.4666666666666668,0.0,0.0,0.03438190174894049,0.3119927862939278,0.31531531531530277,0.0,3.875199154889892e-07,0.0023746838056888375,0.4796762753478222,0.4796832673473639,0.4996135799061552,0.49949392712550633,3.6622658438776087e-06,0.0284307555621367,1.2199674512683967e-06,0.08964186146257769,1.0,0.00013022088065777165,9.766578767456124e-05,0.362959983913131,0.7657716655752018,0.006663130676921036,0.3463966574155967,0.5206540447504303,0.740083278544817,0.0,0.0,0.0,0.4333817126269963,0.5,0.5,0.5,0.5,0.2857142857142856,0.0,0.0,0.0,0.0,0.7799999999988358,0.0,0.13474044238428462,0.0,0.0
5.945062863110806e-06,0.35165698816748897,0.9118061425753734,0.9110360360360361,0.0,0.3125,0.28260869565218627,0.26008968609863814,0.26008968609864525,0.00504286434694734,0.005042864346949116,0.4877429188365312,0.48888888888888005,0.2886852308776895,0.2907488986784017,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.6153846153846132,0.0,0.5333333333333332,0.0,0.0,0.03485942816212022,0.3133453561767112,0.31531531531530277,0.0,3.4923865400557243e-07,0.0021165660007227416,0.47603891970537426,0.476140862679725,0.5039470052442727,0.5037955465587047,3.6622658438776087e-06,0.02909710139562427,1.2199674512683967e-06,0.0929659017799701,1.0,7.943473720124067e-05,4.883289383728062e-05,0.48723104765734976,0.8331696136214801,0.006928329907843267,0.35109335447863615,0.5731497418244406,0.7764628533859301,0.0,0.0,0.0,0.4336719883889657,0.5,0.5,0.5,0.5,0.2857142857142856,0.0,0.0,0.0,0.0,0.7600000000002183,0.0,0.13487545284759683,0.0,0.0
7.134075435732967e-06,0.3517006505697944,0.9122287968441813,0.9121621621621621,0.0,0.1875000000000071,0.21739130434781373,0.2914798206277993,0.2914798206277993,0.00504286434694734,0.005042864346949116,0.4379524958719614,0.43809523809522943,0.2717659499471239,0.2731277533039673,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.4615384615384599,0.0,0.5333333333333332,0.0,0.0,0.03462066495553036,0.31109107303873884,0.31531531531530277,0.0,5.367413462455389e-07,0.0032522843425739634,0.5025234154769482,0.5026047093144403,0.5078388076179962,0.5078441295546554,3.6622658438776087e-06,0.029726428016140338,1.2199674512683967e-06,0.0962899420973623,1.0,2.083534090524346e-05,0.0,0.4419867283329983,0.8108491595721459,0.006232181926672411,0.3381621885388392,0.4561101549053356,0.6908831908831907,0.0,0.0,0.0,0.4354136429607962,0.5,0.5,0.5,0.5,0.7142857142857142,0.0,0.0,0.0,0.0,0.7799999999988358,0.0,0.13474044238428462,0.0,0.0
8.323088008355128e-06,0.35174431297209974,0.9132149901380668,0.9132882882882882,0.0,0.375,0.3478260869565588,0.29596412556053053,0.29596412556053764,0.004034291477557517,0.004034291477559293,0.26800457258985944,0.2666666666666657,0.26101515685583365,0.26431718061674303,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.4615384615384599,0.0,0.4666666666666668,0.0,0.0,0.03474004655882529,0.3124436429215507,0.31531531531530277,0.0,7.815726457891281e-07,0.004749367611377897,0.5095025916158953,0.5094811419045633,0.5117582114269943,0.5116396761133601,3.6622658438776087e-06,0.030577869914485523,1.2199674512683967e-06,0.10031095861033668,1.0,4.687951703679792e-05,4.883289383728062e-05,0.41041624773778407,0.7938768827766864,0.005955932727795089,0.3326115465552471,0.5077452667814114,0.7308788078018849,0.0,0.0,0.0,0.4357039187227798,0.5,0.5,0.5,0.5,0.7142857142857142,0.0,0.0,0.0,0.0,0.8400000000001455,0.0,0.13478544587205477,0.0,0.0
9.51210058097729e-06,0.3517879753744051,0.9130741053817977,0.9132882882882882,0.0,0.1875000000000071,0.19565217391306078,0.29596412556053053,0.29596412556053764,0.0030257186081676934,0.00302571860816947,0.15089546551504895,0.15238095238093763,0.2682410997532614,0.2687224669603552,0.0,0.0,0.0,0.0,0.4615384615384617,0.0,0.5,0.0,0.4615384615384599,0.0,0.4666666666666668,0.0,0.0,0.03479973736047275,0.3124436429215507,0.31531531531530277,0.0,8.957045945306197e-07,0.005420473904289791,0.5080476493589161,0.5080225046884768,0.5120342257797406,0.511892712550607,3.6622658438776087e-06,0.03113315810905859,1.2199674512683967e-06,0.10384945314175431,1.0,5.2088352263108704e-05,4.883289383728062e-05,0.36899255982304446,0.7695917921851123,0.006132732215076576,0.33611882033608825,0.44234079173838203,0.6799254876177956,0.0,0.0,0.0,0.4357039187227798,0.5,0.5,0.5,0.5,0.4285714285714286,0.0,0.0,0.0,0.0,0.7600000000002183,0.0,0.13471794064039955,0.0,0.0
1.070111315359945e-05,0.3518316377767105,0.9132149901380668,0.9132882882882882,0.0,0.375,0.39130434782612156,0.2735426008968602,0.2735426008968602,0.0035300050428634933,0.0035300050428643814,0.2838816207290762,0.2825396825396638,0.29626365879450134,0.299559471365626,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.5384615384615365,0.0,0.4666666666666668,0.0,0.0,0.035098191368710084,0.3151487826870891,0.31531531531530277,0.0,8.825212823919564e-07,0.005317226782303397,0.47999454396653635,0.48010002083767445,0.5144079492133591,0.5144230769230771,4.883021125170144e-06,0.03187354236848927,1.2199674512683967e-06,0.10679819858460216,1.0,7.162148436177444e-05,4.883289383728062e-05,0.4200683691936457,0.7991704867932767,0.00512718513116312,0.31443471896062697,0.41222030981067126,0.6546131930747319,0.0,0.0,0.0,0.4339622641509351,0.5,0.5,0.5,0.5,0.5714285714285714,0.0,0.0,0.0,0.0,0.8800000000010186,0.0,0.13485295110370998,0.0,0.0
1.1890125726221612e-05,0.35187530017901586,0.9132149901380668,0.9132882882882882,0.0,0.375,0.36956521739131176,0.2690582959641148,0.2690582959641219,0.0045385779122533165,0.004538577912254205,0.4721199034675436,0.4730158730158678,0.2902714134649287,0.2907488986784017,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.4615384615384599,0.0,0.5333333333333332,0.0,0.0,0.03450128335223542,0.3133453561767112,0.31531531531530277,0.0,9.183541734738354e-07,0.005523721026276407,0.46544512139674454,0.4655136486768079,0.5142975434722605,0.5141700404858303,4.883021125170144e-06,0.03253988820197684,1.2199674512683967e-06,0.11055114733004523,1.0,0.0001328252982709271,9.766578767456124e-05,0.351699175547959,0.7586225714909409,0.005060885323432561,0.3129708133825368,0.43029259896729766,0.6700635546789393,0.0,0.0,0.0,0.4354136429607962,0.5,0.5,0.5,0.5,0.7142857142857142,0.0,0.0,0.0,0.0,0.6999999999989086,0.0,0.13474044238428462,0.0,1.0
1.3079138298843773e-05,0.3519189625813212,0.9132149901380668,0.9132882882882882,0.0,0.5,0.47826086956524705,0.2735426008968602,0.2735426008968602,0.00554715078164314,0.005547150781644028,0.43490410262923973,0.4349206349206298,0.2648924920690874,0.26431718061674303,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.5384615384615365,0.0,0.5333333333333332,0.0,0.0,0.03485942816212022,0.3137962128043057,0.31531531531530277,0.0,1.1447782052740652e-06,0.006865933612100639,0.5147085568791488,0.5146905605334444,0.5153187965774221,0.515182186234818,4.883021125170144e-06,0.03324325324843591,1.2199674512683967e-06,0.1147330045035383,1.0,0.00015235843036959294,0.00014649868151184187,0.2768952342650312,0.7044859201047806,0.0052266348427589555,0.31678306749214663,0.41480206540447506,0.6569143107604647,0.0,0.0,0.0,0.4339622641509351,0.5,0.5,0.5,0.5,0.4285714285714286,0.0,0.0,0.0,0.0,0.7200000000011642,0.0,0.13465043540874255,0.0,0.0
1.4268150871465934e-05,0.3519626249836266,0.9132149901380668,0.9132882882882882,0.0,0.3125,0.3043478260869392,0.28251121076232266,0.28251121076232977,0.006555723651032963,0.006555723651034739,0.3153816842372663,0.3142857142857025,0.24109975326048527,0.24229074889866808,0.0,0.0,0.0,0.0,0.4615384615384617,0.0,0.5,0.0,0.4615384615384599,0.0,0.5333333333333332,0.0,0.0,0.03444159255058796,0.3151487826870891,0.31531531531530277,0.0,1.3010806791497267e-06,0.0077435341489857645,0.5221878694189325,0.5221921233590332,0.5154844051890699,0.5154352226720649,4.883021125170144e-06,0.03379854144300887,1.2199674512683967e-06,0.11768174994638636,1.0,7.683031958808533e-05,4.883289383728062e-05,0.43052483410416253,0.8048461034708578,0.0045746867334084725,0.30083259629753883,0.41222030981067126,0.6542844619767696,0.0,0.0,0.0,0.4336719883889657,0.5,0.5,0.5,0.5,0.7142857142857142,0.0,0.0,0.0,0.0,0.7399999999997817,0.0,0.13462793366485926,0.0,0.0
1.5457163444088096e-05,0.352006287385932,0.9118061425753734,0.9110360360360361,0.0,0.3125,0.28260869565218627,0.28251121076232266,0.28251121076232977,0.00554715078164314,0.005547150781644028,0.1740124476057403,0.17460317460316332,0.24532957349312312,0.24669603524229444,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.4615384615384599,0.0,0.5999999999999996,0.0,0.0,0.03474004655882529,0.3142470694319002,0.31531531531530277,0.0,1.4810717824789883e-06,0.00877600536885037,0.5220514685823406,0.5221921233590332,0.5144079492133591,0.5144230769230771,4.883021125170144e-06,0.034353829637581934,1.2199674512683967e-06,0.1203624276217029,1.0,6.120381390915266e-05,4.883289383728062e-05,0.398351095917957,0.7870006548788475,0.004154787951114941,0.289395833968709,0.4079173838209983,0.650887573964497,0.0,0.0,0.0,0.43483309143685744,0.5,0.5,0.5,0.5,0.2857142857142856,0.0,0.0,0.0,0.0,0.8000000000010914,0.0,0.1348304493598267,0.0,0.0
1.6646176016710257e-05,0.35204994978823734,0.9102564102564104,0.9099099099099099,0.0,0.1875000000000071,0.17391304347825098,0.27802690582959144,0.27802690582959144,0.0030257186081676934,0.00302571860816947,0.24171218087133184,0.2412698412698404,0.29132886852308815,0.2907488986784017,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.5384615384615365,0.0,0.4666666666666668,0.0,0.0,0.03503850056706262,0.3155996393146836,0.319819819819827,0.0,1.6373599048282602e-06,0.009653605905735274,0.5385105028644176,0.5386538862262973,0.5158432238476401,0.5156882591093117,4.883021125170144e-06,0.03502017547106939,1.2199674512683967e-06,0.12443705768818358,1.0,1.0417670452621784e-05,0.0,0.33078624572692544,0.7446518227461252,0.003977988463833454,0.2845161487084083,0.3855421686746988,0.6311637080867849,0.0,0.0,0.0,0.4357039187227798,0.5,0.5,0.5,0.5,0.4285714285714286,0.0,0.0,0.0,0.0,0.8000000000010914,0.0,0.13471794064039955,0.0,0.0
1.7835188589332418e-05,0.35209361219054275,0.9088475626937165,0.9087837837837838,0.0,0.4375000000000071,0.4130434782608745,0.26008968609863814,0.26008968609864525,0.0030257186081676934,0.00302571860816947,0.46106947796265274,0.46031746031745513,0.2992597814592912,0.299559471365626,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.4615384615384599,0.0,0.5333333333333332,0.0,0.0,0.03450128335223542,0.3155996393146836,0.31531531531530277,0.0,1.7784583716500341e-06,0.010479582881627314,0.5291897790306448,0.5292769326943114,0.5152359922715981,0.515182186234818,4.883021125170144e-06,0.03561248287861407,1.2199674512683967e-06,0.12813639288012013,1.0,9.245682526701779e-05,9.766578767456124e-05,0.3820631409611905,0.7775049115913555,0.0036685893610908524,0.2750007624508219,0.33218588640275387,0.5803199649353499,0.0,0.0,0.0,0.43454281567488806,0.5,0.5,0.5,0.5,0.4285714285714286,0.0,0.0,0.0,0.0,0.6999999999989086,0.0,0.13489795459148013,0.0,0.0
1.902420116195458e-05,0.3521372745928481,0.9075795998872922,0.9076576576576576,0.0,0.4375000000000071,0.45652173913043725,0.2690582959641148,0.2690582959641219,0.0070600100857269865,0.007060010085729651,0.4685634446843636,0.46984126984125396,0.25378921395841303,0.25550660792951874,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.571428571428573,0.0,0.4615384615384599,0.0,0.4666666666666668,0.0,0.0,0.03444159255058796,0.3169522091974386,0.319819819819827,0.0,1.7884728667625536e-06,0.0105312064426204,0.49734018368645994,0.49739529068555965,0.5142975434722605,0.5141700404858303,4.883021125170144e-06,0.03627882871210153,1.2199674512683967e-06,0.13183572807205668,1.0,0.00016407830962879234,0.00014649868151184187,0.6084858234466117,0.8844684566688497,0.0035028398417644583,0.2695721125987373,0.27538726333907054,0.5191759807144425,0.0,0.0,0.0,0.43454281567488806,0.5,0.5,0.5,0.5,0.5714285714285714,0.0,0.0,0.0,0.0,0.8000000000010914,0.0,0.13474044238428462,0.0,0.0
2.021321373457674e-05,0.35218093699515346,0.9088475626937165,0.9087837837837838,0.0,0.4375000000000071,0.45652173913043725,0.27802690582959144,0.27802690582959144,0.006051437216337163,0.00605143721633894,0.3437063381176202,0.34285714285712743,0.23916108565386196,0.24229074889866808,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.4615384615384599,0.0,0.4666666666666668,0.0,0.0,0.03462066495553036,0.3151487826870891,0.31531531531530277,0.0,1.9151308277342046e-06,0.011202312735532516,0.5020005456033464,0.5019795790789745,0.5120618272150153,0.511892712550607,4.883021125170144e-06,0.036871136119645986,2.4399349025367986e-06,0.13505254128243604,1.0,0.000156265056789326,0.00014649868151184187,0.47737784033782427,0.8284763152150185,0.0033481402903931578,0.2643569489767909,0.3347676419965577,0.5827306596537365,0.0,0.0,0.0,0.4339622641509351,0.5,0.5,0.5,0.5,0.7142857142857142,0.0,0.0,0.0,0.0,0.7799999999988358,0.0,0.13462793366485926,0.0,0.0
2.14022263071989e-05,0.35222459939745887,0.9088475626937165,0.9087837837837838,0.0,0.3125,0.3043478260869392,0.28251121076232266,0.28251121076232977,0.0045385779122533165,0.004538577912254205,0.18150641432744408,0.18095238095237676,0.24233345082834035,0.24229074889866808,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.4615384615384599,0.0,0.4666666666666668,0.0,0.0,0.03474004655882529,0.3155996393146836,0.31531531531530277,0.0,2.049062142278548e-06,0.011925042589437718,0.4886332636173502,0.4886434673890392,0.5097433066519459,0.5096153846153846,4.883021125170144e-06,0.03738940510124755,2.4399349025367986e-06,0.13832296804632194,1.0,0.00014063855111039354,0.00014649868151184187,0.43917152624170525,0.8093211089281815,0.0032265906428871356,0.26045320076855044,0.29001721170395867,0.5352838045145736,0.0,0.0,0.0,0.43425253991290447,0.5,0.5,0.5,0.5,0.5714285714285714,0.0,0.0,0.0,0.0,0.7799999999988358,0.0,0.13474044238428462,0.0,0.0
2.2591238879821063e-05,0.3522682617997642,0.9060298675683292,0.9054054054054055,0.0,0.375,0.326086956521749,0.25560538116592113,0.2556053811659069,0.00504286434694734,0.005042864346949116,0.21376857614632172,0.21269841269840128,0.26912231230172523,0.2687224669603552,0.0,0.0,0.0,0.0,0.5384615384615383,0.0,0.5,0.0,0.4615384615384599,0.0,0.4666666666666668,0.0,0.0,0.03450128335223542,0.3160504959422781,0.31531531531530277,0.0,2.0462693352437325e-06,0.011925042589437718,0.49331635900700194,0.49343613252760976,0.5087220535467845,0.5086032388663968,4.883021125170144e-06,0.03798171250879201,2.4399349025367986e-06,0.14245121166630936,1.0,0.00012891867185119404,9.766578767456124e-05,0.494470138749246,0.8366077275703996,0.0027624919887732323,0.24282533776571408,0.2857142857142857,0.5306815691431075,0.0,0.0,0.0,0.43454281567488806,1.0,0.5,0.5,0.5,0.2857142857142856,0.0,0.0,0.0,0.0,0.7600000000002183,0.0,0.13471794064039955,0.0,0.0
2.3780251452443224e-05,0.35231192420206964,0.9044801352493661,0.9042792792792793,0.0,0.375,0.3478260869565588,0.24663677130044448,0.24663677130043737,0.00504286434694734,0.005042864346949116,0.4352851517845764,0.4349206349206298,0.28498413817412427,0.28634361233480377,0.0,0.0,0.0,0.0,0.4615384615384617,0.0,0.5,0.0,0.4615384615384599,0.0,0.5333333333333332,0.0,0.0,0.03503850056706262,0.3155996393146836,0.31531531531530277,0.0,2.227061253745358e-06,0.012905890248309237,0.4945667000090934,0.494686392998541,0.5083632348882142,0.50835020242915,4.883021125170144e-06,0.03857401991633658,2.4399349025367986e-06,0.14561441132318265,1.0,8.985240765386256e-05,9.766578767456124e-05,0.46611703197265236,0.8229644182492906,0.0029724413799199975,0.2508158223794565,0.229776247848537,0.4634012710935791,0.0,0.0,0.0,0.43425253991290447,1.0,0.5,0.5,0.5,0.4285714285714286,0.0,0.0,0.0,0.0,0.7200000000011642,0.0,0.13471794064039955,0.0,1.0
